how many flights does twa have in business class	O O O O B-airline_code O O B-class_type I-class_type
how many flights come from denver to baltimore on july nineteenth	O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
how many flights does each airline have with first class service	O O O O O O O O B-class_type I-class_type O
how many first class flights does united airlines have departing from boston today	O O B-class_type I-class_type O O B-airline_name I-airline_name O O O B-fromloc.city_name B-depart_date.today_relative
how many flights has continental into and out of atlanta	O O O O B-airline_name O O O O B-fromloc.city_name
how many flights does each airline have with business class service	O O O O O O O O B-class_type I-class_type O
how many american airline flights leave denver june tenth	O O B-airline_name I-airline_name O O B-fromloc.city_name B-depart_date.month_name B-depart_date.day_number
how many flights does eastern airlines have from boston to atlanta	O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name
how many flights does twa have with business class	O O O O B-airline_code O O B-class_type I-class_type
how many airlines have flights with service class yn	O O O O O O O O B-fare_basis_code
list the total number of flights to all airports by delta	O O O O O O O O O O B-airline_name
how many of delta's night flights are first class	O O O B-airline_name B-depart_time.period_of_day O O B-class_type I-class_type
how many flights does each airline have with booking class k	O O O O O O O O O O B-fare_basis_code
how many cities are served by american airline with first class flights	O O O O O O B-airline_name I-airline_name O B-class_type I-class_type O
how many us air flights leave from washington	O O B-airline_name I-airline_name O O O B-fromloc.city_name
how many first class flights does united have today	O O B-class_type I-class_type O O B-airline_name O B-depart_date.today_relative
how many flights does american airlines have from boston to atlanta	O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name
how many first class flights does delta airlines have	O O B-class_type I-class_type O O B-airline_name I-airline_name O
how many flights does american airlines have with a class of service code f	O O O O B-airline_name I-airline_name O O O O O O O B-fare_basis_code
how many fares are there one way from tacoma to montreal	O O O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name
how many canadian airlines international flights use j31	O O B-airline_name I-airline_name I-airline_name O O B-aircraft_code
how many canadian airlines international flights use aircraft 320	O O B-airline_name I-airline_name I-airline_name O O O B-aircraft_code
how many canadian airlines flights use aircraft dh8	O O B-airline_name I-airline_name O O O B-aircraft_code
what time zone is denver in	O O O O B-city_name O
what cities are served by canadian airlines international	O O O O O B-airline_name I-airline_name I-airline_name
show me city served both by nationair and canadian airlines international	O O O O O O B-airline_name O B-airline_name I-airline_name I-airline_name
is bwi washington	O B-airport_code B-city_name
show me the cities served by nationair	O O O O O O B-airline_name
what are the cities served by delta airlines	O O O O O O B-airline_name I-airline_name
what city is the airport mco in	O O O O O B-fromloc.airport_code O
which cities are serviced by both american and delta airlines	O O O O O O B-airline_name O B-airline_name I-airline_name
what cities does continental service	O O O B-airline_name O
are there any other cities that i can fly from boston to dallas through that i can get a flight earlier than 1017 in the morning	O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O O O O B-depart_time.time_relative O B-depart_time.time O O B-depart_time.period_of_day
where is general mitchell international located	O O B-airport_name I-airport_name I-airport_name O
where is general mitchell international located	O O B-airport_name I-airport_name I-airport_name O
show me the cities served by canadian airlines international	O O O O O O B-airline_name I-airline_name I-airline_name
what are the cities that american airlines serves	O O O O O B-airline_name I-airline_name O
where is mco	O O B-airport_code
which cities does united airlines service	O O O B-airline_name I-airline_name O
show me all the cities that midwest express serves	O O O O O O B-airline_name O O
where is lester pearson airport	O O B-airport_name I-airport_name I-airport_name
what city is mco	O O O B-airport_code
to what cities from boston does america west fly first class	O O O O B-fromloc.city_name O B-airline_name I-airline_name O B-class_type I-class_type
list la	O B-city_name
list la	O B-city_name
what cities does northwest fly out of	O O O B-airline_name O O O
list the cities from which northwest flies	O O O O O B-airline_name O
what cities does northwest fly to	O O O B-airline_name O O
please give me a list of all the flights between dallas and baltimore and their cost	O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O
all flights and fares from denver to pittsburgh on us air number 1039 on a thursday	O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O B-flight_number O O B-depart_date.day_name
flights and fares from denver to oakland	O O O O B-fromloc.city_name O B-toloc.city_name
give me the flights and fares on december twenty seventh from indianapolis to orlando	O O O O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name
show me all flights and fares from denver to san francisco	O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
give me the flights and fares on december twenty seventh from indianapolis to orlando	O O O O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name
give me the flights and fares on december twenty seventh from orlando to indianapolis	O O O O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name
first flights and fares from pittsburgh to atlanta on a thursday	B-flight_mod O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name
all flights and fares from pittsburgh to dallas round trip after 12 pm less than 1100 dollars	O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip B-depart_time.time_relative B-depart_time.time I-depart_time.time B-cost_relative O B-fare_amount I-fare_amount
show all flights and fares from pittsburgh to san francisco	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars	O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip B-depart_time.time_relative B-depart_time.time I-depart_time.time B-cost_relative O B-fare_amount I-fare_amount
all flights and fares from dallas	O O O O O B-fromloc.city_name
again i will repeat i want to make a one way flight from boston to atlanta will you tell me how much the fares are i would like the cheapest fare	O O O O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O O O O O O O O O O O O O B-cost_relative O
what are the flights and fares from boston to philadelphia	O O O O O O O B-fromloc.city_name O B-toloc.city_name
all flights and fares from pittsburgh to dallas round trip after 12 pm less than 1100 dollars	O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip B-depart_time.time_relative B-depart_time.time I-depart_time.time B-cost_relative O B-fare_amount I-fare_amount
all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars	O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip B-depart_time.time_relative B-depart_time.time I-depart_time.time B-cost_relative O B-fare_amount I-fare_amount
show all flights and fares from denver to san francisco	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
show me all flights and fares from dallas to san francisco	O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
all flights and fares from atlanta to dallas round trip after 12 pm less than 1100 dollars	O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip B-depart_time.time_relative B-depart_time.time I-depart_time.time B-cost_relative O B-fare_amount I-fare_amount
what are the flights and fares from atlanta to philadelphia	O O O O O O O B-fromloc.city_name O B-toloc.city_name
please list me the flights and their cost of all airlines flying from denver to baltimore	O O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name
show flight and prices kansas city to chicago on next wednesday arriving in chicago by 7 pm	O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.date_relative B-depart_date.day_name O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time
list all flights and their fares from indianapolis to memphis on a monday morning	O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name B-depart_time.period_of_day
list all flights and their fares from memphis to miami on a wednesday evening	O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_date.day_name B-depart_time.period_of_day
list all flights and their fares for all flights between miami and indianapolis	O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name
list all sunday flights from cleveland to nashville and their fares	O O B-depart_date.day_name O O B-fromloc.city_name O B-toloc.city_name O O O
list the airfare for american airlines flight 19 from jfk to lax	O O O O B-airline_name I-airline_name O B-flight_number O B-fromloc.airport_code O B-toloc.airport_code
i need a round trip flight from san diego to washington dc and the fares	O O O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O O
i need a round trip from atlanta to washington dc and the fares leaving in the morning	O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O O O O O B-depart_time.period_of_day
i need a round trip from phoenix to washington dc and the fare leaving in the morning	O O O B-round_trip I-round_trip O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O O O O O B-depart_time.period_of_day
i need flight and fare information for thursday departing prior to 9 am from oakland going to salt lake city	O O O O O O O B-depart_date.day_name O B-depart_time.time_relative I-depart_time.time_relative B-depart_time.time I-depart_time.time O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name I-toloc.city_name
i need flight and fare information departing from oakland to salt lake city on thursday before 8 am	O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time
show me the nonstop flights and fares from toronto to st. petersburg	O O O B-flight_stop O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
list flights and fares from tacoma to orlando round trip leaving saturday returning next saturday	O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip O B-depart_date.day_name O B-return_date.date_relative B-return_date.day_name
okay i would like to know the type of aircraft used on a flight from cleveland to dallas please	O O O O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O
i'd like to know what type of plane flies from boston to dallas fort worth after 530	O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time
what type of aircraft are used on flights from cleveland to dallas that leave before noon	O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.time
what type of aircraft leaves from boston to washington dc at 9 am	O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_time.time I-depart_time.time
list types of aircraft that fly between boston and san francisco	O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
what planes does united use	O O O B-airline_name O
what's the next smallest plane after a turboprop	O O O B-mod O O O O
what is the smallest aircraft available to fly on from pittsburgh to baltimore	O O O B-mod O O O O O O B-fromloc.city_name O B-toloc.city_name
please tell me the type of aircraft used from atlanta to denver before 12 o'clock noon	O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time
is there a plane from boston to washington	O O O O O B-fromloc.city_name O B-toloc.city_name
list types of planes that fly between pittsburgh and baltimore	O O O O O O O B-fromloc.city_name O B-toloc.city_name
what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco with a dallas stopover	O O O O O O O O B-class_type I-class_type B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-fromloc.city_name O
what kind of aircraft will i be flying on if i take a first class american airlines flight from philadelphia to dallas	O O O O O O O O O O O O O B-class_type I-class_type B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name
i would like a to know the type of aircraft leaving from atlanta bound to boston on friday this week	O O O O O O O O O O O O B-fromloc.city_name O O B-toloc.city_name O B-depart_date.day_name O O
what's the smallest plane that flies from pittsburgh to baltimore on eight sixteen	O O B-mod O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time O
what kind of airplane is flight ua 281 from boston to denver	O O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name
what first class airplane goes from philadelphia to san francisco and stops in dallas in the afternoon on monday	O B-class_type I-class_type O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name O O B-depart_time.period_of_day O B-depart_date.day_name
list aircraft types that fly between boston and san francisco	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
what type of aircraft leaves from boston to washington dc at 9 am during a weekday	O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O B-depart_time.time I-depart_time.time O O B-flight_mod
what aircraft has the largest seating capacity	O O O O B-mod O O
what aircraft is co 1209	O O O B-airline_code B-flight_number
can you please tell me the type of aircraft used flying from atlanta to denver on eastern flight 825 leaving at 555	O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-airline_name O B-flight_number O O B-depart_time.time
i'm going to leave philadelphia and i want to go to san francisco and i want to fly first class american and i want a stop in dallas can you please tell me what type of aircraft you will be flying	O O O O B-fromloc.city_name O O O O O O B-toloc.city_name I-toloc.city_name O O O O O B-class_type I-class_type B-airline_name O O O O O O B-stoploc.city_name O O O O O O O O O O O O O
what type of airplane is an m80	O O O O O O B-aircraft_code
what kind of plane is used on the earliest flight from boston to san francisco afternoon	O O O O O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.period_of_day
leaving denver flying to san francisco before 10 am what type of aircraft is used	O B-fromloc.city_name O O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O O O
what kind of airplane goes from philadelphia to san francisco monday stopping in dallas in the afternoon first class flight	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name O O B-stoploc.city_name O O B-depart_time.period_of_day B-class_type I-class_type O
list types of aircraft that connect boston and san francisco	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name
i need a plane that arrives in san francisco by 9 o'clock pm on friday and leaves from baltimore	O O O O O O O B-toloc.city_name I-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time I-arrive_time.time O B-arrive_date.day_name O O O B-fromloc.city_name
what type of aircraft leaving after 2 pm from boston to oakland	O O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-fromloc.city_name O B-toloc.city_name
show me the type of aircraft that cp uses	O O O O O O O B-airline_code O
what type of aircraft leaving philadelphia to dallas	O O O O O B-fromloc.city_name O B-toloc.city_name
what aircraft is used on delta flight 1222 from kansas city to salt lake city	O O O O O B-airline_name O B-flight_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name
all right would you let me know type of aircraft united airlines is using on the flights from denver to san francisco i would like to know the type of aircraft that they use on these flights before 10 in the morning	O O O O O O O O O O B-airline_name I-airline_name O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O O O O O O O O O O O O B-depart_time.time_relative B-depart_time.time O O B-depart_time.period_of_day
does delta aircraft fly dc10	O B-airline_name O O B-aircraft_code
what type of aircraft does eastern fly from atlanta to denver before 6 pm	O O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time
i would like to know what type of aircraft will be used on the morning of july seventh from atlanta to boston	O O O O O O O O O O O O O O B-depart_time.period_of_day O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name
what kind of aircraft do you have flying from boston to san francisco on august twenty seventh	O O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number
what kind of airplane goes from boston to san francisco before noon	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time
what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco stopping in dallas	O O O O O O O O B-class_type I-class_type B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-stoploc.city_name
i'm traveling from boston to atlanta and i'd like to go sometime after 5 pm but i want to know what kind of airplane it's on	O O O B-fromloc.city_name O B-toloc.city_name O O O O O O B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O O O O O O O O
what airplane types fly from pittsburgh to baltimore	O O O O O B-fromloc.city_name O B-toloc.city_name
what type of aircraft leaves from boston to washington dc before 9 am	O O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code B-depart_time.time_relative B-depart_time.time I-depart_time.time
what kind of aircraft is used on a flight from cleveland to dallas	O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name
display types of aircraft departing from cleveland to dallas before noon	O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time
what is the type of aircraft for united flight 21	O O O O O O O B-airline_name O B-flight_number
what kinds of planes are used by midway airlines	O O O O O O O B-airline_name I-airline_name
what kind of aircraft does delta use before 8 am on august second from boston to denver	O O O O O B-airline_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name
repeating leaving denver to san francisco before 10 am what type of aircraft is used	O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O O O
show me the aircraft that canadian airlines uses	O O O O O B-airline_name I-airline_name O
show me the aircraft that canadian airlines uses	O O O O O B-airline_name I-airline_name O
what is the smallest aircraft available flying from pittsburgh to baltimore arriving on may seventh	O O O B-mod O O O O B-fromloc.city_name O B-toloc.city_name O O B-arrive_date.month_name B-arrive_date.day_number
what kinds of planes are used by american airlines	O O O O O O O B-airline_name I-airline_name
what planes are used by twa	O O O O O B-airline_code
what is the aircraft type with the greatest seating capacity	O O O O O O O B-mod O O
show me the type of aircraft that canadian airlines uses	O O O O O O O B-airline_name I-airline_name O
what type of aircraft is used on american airline flight 315	O O O O O O O B-airline_name I-airline_name O B-flight_number
what type of aircraft is used on the flight from atlanta to philadelphia before 12 o'clock noon	O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time
show me the type of aircraft that cp uses	O O O O O O O B-airline_code O
on the 8 am flight from san francisco to atlanta what type of aircraft is used	O O B-depart_time.time I-depart_time.time O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O O O
please inform me the type of aircraft used on a flight from atlanta to denver before 12 o'clock noon	O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time
what type of aircraft flies from pittsburgh to baltimore	O O O O O O B-fromloc.city_name O B-toloc.city_name
can you tell me what aircraft is used for delta flight 1222 from kansas city to salt lake city	O O O O O O O O O B-airline_name O B-flight_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name
what type of plane is an m80	O O O O O O B-aircraft_code
what's the smallest plane flying from pittsburgh to baltimore on december seventeenth	O O B-mod O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number
what types of aircraft can i get a first class ticket from philadelphia to dallas	O O O O O O O O B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name
what types of aircraft does delta fly	O O O O O B-airline_name O
what is the smallest aircraft that flies from pittsburgh to baltimore arriving may seventh	O O O B-mod O O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number
what kind of airplanes are used by delta airlines flying between washington and denver	O O O O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name
i want to go and take a plane in atlanta and fly to boston	O O O O O O O O O B-fromloc.city_name O O O B-toloc.city_name
well i'll try last time tell me the kind of aircraft united airlines flies from denver to san francisco before 10 o'clock in the morning	O O O O O O O O O O O B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O O B-depart_time.period_of_day
sure i'd like to determine what aircraft are use on july seventh leaving from boston and arriving in atlanta on july seventh	O O O O O O O O O O B-depart_date.month_name B-depart_date.day_number O O B-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.month_name B-arrive_date.day_number
i need to find a plane from boston to san francisco on friday	O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name
show me all the types of aircraft	O O O O O O O
what kind of plane flies from boston to pittsburgh after noon	O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time
what kind of aircraft does delta fly before 8 am on august second from boston to denver	O O O O O B-airline_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name
what type of aircraft does eastern fly from atlanta to denver before 6 pm	O O O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time
what type of aircraft is used on the first flight from philadelphia to dallas in the morning	O O O O O O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day
kindly give me the type of aircraft used to fly from atlanta to denver	O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name
what type of aircraft is used flying from atlanta to denver before 12 noon	O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time
what kind of airplane is flight ua 270 from denver to philadelphia	O O O O O O B-airline_code B-flight_number O B-fromloc.city_name O B-toloc.city_name
at the charlotte airport how many different types of aircraft are there for us air	O O B-city_name I-city_name O O O O O O O O O B-airline_name I-airline_name
determine the type of aircraft used on a flight from cleveland to dallas that leaves before noon	O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.time_relative B-depart_time.period_of_day
what type of aircraft are flying from cleveland to dallas before noon	O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.period_of_day
list type of aircraft for all flights from charlotte	O O O O O O O O B-fromloc.city_name
what type of plane is a d9s	O O O O O O B-aircraft_code
tell me about the m80 aircraft	O O O O B-aircraft_code O
tell me about the m80 aircraft	O O O O B-aircraft_code O
tell me about the type of aircraft called an m80	O O O O O O O O O B-aircraft_code
what type of aircraft is used for the american flight leaving at 419 pm	O O O O O O O O B-airline_name O O O B-depart_time.time I-depart_time.time
how long does it take to get from atlanta airport into the city of atlanta	O O O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O O O B-toloc.city_name
what is the distance between pittsburgh airport and downtown pittsburgh	O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name
what is the distance from boston airport to boston	O O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name
how far is the airport from downtown pittsburgh	O O O O O O O B-fromloc.city_name
how far is it from salt lake city airport to salt lake city	O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name
how long does it take to get from denver to oakland	O O O O O O O O B-fromloc.city_name O B-toloc.city_name
what is the distance from san francisco international airport to san francisco	O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name I-toloc.city_name
how long is the flight from atlanta to san francisco at noon on november seventh	O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time O B-depart_date.month_name B-depart_date.day_number
what is the distance from la guardia to new york's downtown	O O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name I-toloc.city_name O
what is the distance from toronto international airport to toronto	O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name
how far is downtown from the airport in dallas	O O O O O O O O B-fromloc.city_name
tell me distance from orlando airport to the city	O O O O B-fromloc.airport_name I-fromloc.airport_name O O O
what is the distance from los angeles international airport to los angeles	O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name I-toloc.city_name
how long does it take to get from kansas city to st. paul	O O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name
how far is the airport from san francisco	O O O O O O B-fromloc.city_name I-fromloc.city_name
how far is oakland airport from downtown	O O O B-fromloc.airport_name I-fromloc.airport_name O O
how far is it from orlando airport to orlando	O O O O O B-fromloc.airport_name I-fromloc.airport_name O B-toloc.city_name
how long is a trip from philadelphia airport to downtown philadelphia	O O O O O O B-fromloc.airport_name I-fromloc.airport_name O O B-toloc.city_name
how long does it take to fly from boston to atlanta	O O O O O O O O B-fromloc.city_name O B-toloc.city_name
how far from the airport in the dallas fort worth airport is dallas	O O O O O O O B-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name I-fromloc.airport_name O B-fromloc.city_name
how far is new york's la guardia from downtown	O O O B-city_name I-city_name B-airport_name I-airport_name O O
how far is toronto international from downtown	O O O B-airport_name I-airport_name O O
how far is los angeles international from downtown	O O O B-airport_name I-airport_name I-airport_name O O
how far is san francisco international from downtown	O O O B-airport_name I-airport_name I-airport_name O O
